#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
116000,192944.75332592393,71819.69487587079,264764.4482017947,287.9307947056995,224.9711006633218,1.1011813864341378,238
118000,191401.50500121352,72504.81799666828,263906.3229978818,290.6775070801174,224.87893886769967,1.1016326819373559,238
120000,192747.5386075799,72556.18636680658,265303.72497438645,290.883446908492,225.38384505510064,1.0991647980603312,238
122000,192376.75910697656,71513.51685547449,263890.27596245107,286.7033029865201,225.16697935297313,1.1002234397242652,238
124000,192242.6529855465,71536.86385033511,263779.51683588163,286.7969029216886,224.81171419204213,1.1019620993789834,238
126000,191993.42562347406,72006.35380835537,263999.77943182946,288.6791250190222,225.237503407881,1.0998789490550824,238
128000,192297.42332945415,71672.01009895961,263969.43342841376,287.3387148415972,224.99458517016225,1.1010664472155662,238
130000,191842.33005992055,72174.7872253955,264017.11728531605,289.3543878101992,224.54477303357535,1.1032721233685006,238
132000,191474.58170599327,71698.72422848581,263173.3059344791,287.445813883965,224.02790406210136,1.1058175523856972,238
134000,192579.7253719772,72629.94216782556,265209.66753980273,291.17913970471255,224.30452866531974,1.1044537977460527,238
136000,192513.0144187346,71859.54698432295,264372.56140305754,288.09056493693146,224.75091897978194,1.1022601805616479,238
138000,191981.1439920694,72725.66124502741,264706.80523709685,291.56288499929866,224.95366124601438,1.1012667549568054,238
140000,192400.95356684912,72376.73412746521,264777.68769431434,290.1640087937161,224.13941435673092,1.1052674035355854,238
142000,192051.37433926656,72538.74910823905,264590.12344750564,290.8135395700452,224.53983612930804,1.1032963807517238,238
144000,191317.32154332858,72189.42178088165,263506.7433242102,289.4130588919766,224.7280142157035,1.1023725252974694,238
146000,192324.7950550072,71655.12745920592,263979.92251421313,287.27103101351344,224.49317449011625,1.103525704506253,238
148000,191087.04971131252,72461.20337004488,263548.2530813574,290.5026526181739,224.49968720096456,1.103493691348833,238
150000,192306.0118836786,72847.88061729661,265153.8925009752,292.0528720571207,224.01437798608046,1.105884322083309,238
152000,192082.62372392952,71673.63868129055,263756.26240522007,287.345243956008,225.4190250087381,1.098993257230385,238
154000,191352.32074112608,72249.60006121732,263601.9208023434,289.65431834192304,225.0498957972083,1.1007958375563212,238
156000,192101.45211124688,72862.70674336616,264964.158854613,292.11231116040545,224.58928047730794,1.1030534850530467,238
158000,191562.38189969736,72499.8880903316,264062.26999002893,290.65774269860896,225.12414119103346,1.100432797768371,238
160000,192478.1823597717,72572.52140686632,265050.703766638,290.9489353664154,224.5080780754447,1.1034524488370572,238
162000,192353.57371083554,71465.6558580897,263819.2295689252,286.511424490848,223.75776347875995,1.1071525952196366,238
164000,191482.7465224415,72168.53481382653,263651.28133626806,289.329321401396,224.50330922578516,1.103475888130015,238
166000,191523.36140716414,71945.88863300867,263469.25004017283,288.43671538445494,225.0368015080593,1.1008598899197317,238
168000,192288.24407325056,71508.48818763196,263796.7322608825,286.6831426623818,224.62561307064104,1.1028750690961608,238
170000,191971.77233321778,72016.90349487432,263988.6758280921,288.7214195404421,223.5237394301604,1.108311757702384,238
172000,191131.45012054406,72298.7355463336,263430.18566687766,289.8513063589598,224.76064402206993,1.1022124874839074,238
174000,191401.66190927767,72909.10628560597,264310.76819488365,292.29833056767507,224.3446437182529,1.104256310425542,238
176000,190736.36300802918,72251.56195330751,262987.92496133666,289.66218372132397,223.8113578245057,1.106887474094604,238
178000,192448.97579946567,72223.03811103036,264672.013910496,289.54782939847263,224.5269253704394,1.10335982255724,238
180000,191315.2999061806,71825.45787960321,263140.7577857838,287.9538990400668,224.54653640312185,1.1032634593450201,238
182000,191783.9693014694,72822.73623481233,264606.7055362817,291.95206625387135,224.10506478422207,1.1054368127493217,238
184000,191286.93736176798,72510.52349841288,263797.46086018084,290.70038088450144,224.4306315386616,1.1038332282791565,238
186000,191712.53455051617,72248.67260359396,263961.20715411013,289.65060009150426,224.79905995849302,1.1020241302690164,238
188000,190722.87534882978,72179.55454753208,262902.4298963619,289.3735003788864,224.32627001102313,1.1043467558386155,238
190000,191954.45859601873,72323.10133650455,264277.5599325233,289.94899072450437,224.8310911706523,1.1018671272115765,238
192000,191759.94891459087,72190.68761483411,263950.636529425,289.41813371966185,224.7989950392981,1.10202444852008,238
194000,191437.0155329887,71924.79851486847,263361.8140478572,288.3521634452265,224.88851491141665,1.101585772993489,238
196000,192085.5571611903,72606.25216012337,264691.8093213137,291.08416460413514,224.622453803758,1.102890580798677,238
198000,191260.40065334435,72452.96417949084,263713.36483283516,290.4696210564545,224.353598609625,1.1042122349332473,238
200000,191760.77262314316,72070.72628623643,263831.4989093796,288.93719933617854,225.20899993250842,1.100018154737567,238
202000,191280.94715468423,71954.1702948628,263235.11744954705,288.46991721695036,224.00889674027803,1.1059113818290895,238
204000,191432.5266934256,72216.54068326952,263649.0673766951,289.521780700522,223.96541037175965,1.1061261117278676,238
206000,191557.70798155607,72528.52945780646,264086.23743936257,290.7725681892038,223.17545784035622,1.1100413590873504,238
208000,191566.4760976336,72678.91951096835,264245.395608602,291.37549371816317,223.9250697805967,1.106325382766575,238
210000,191571.51608171395,72859.86930284534,264431.3853845593,292.1009356386144,224.31533391057752,1.104400596326638,238
212000,192056.5381340097,72344.58106624172,264401.1192002514,290.03510464721006,223.90410806483473,1.1064289560257452,238
214000,191182.63784339838,73423.74041358291,264606.37825698126,294.3615391862466,224.75375427617584,1.1022462754132103,238
216000,191414.59585429973,71890.37481851304,263304.9706728128,288.2141561442284,224.26804417585012,1.1046334730676153,238
218000,191528.4430002973,72306.674173723,263835.11717402027,289.8831329393575,224.43599897944526,1.1038068298425654,238
220000,191188.55123217637,71678.19674308143,262866.7479752578,287.363517583542,225.09226142577165,1.1005886518126504,238
222000,191111.6507386968,72546.31799034623,263657.96872904303,290.8438838125809,224.01721266684763,1.1058703283862121,238
224000,190904.32606686023,72691.36848149316,263595.6945483534,291.42540261825906,224.32277594567273,1.1043639572115842,238
226000,191291.27646405727,72129.70694532763,263420.9834093849,289.17365742854093,224.58744134826222,1.1030625178720288,238
228000,192150.10469103,71818.41775701747,263968.5224480475,287.92567463596083,224.21049797310704,1.1049169899518494,238
230000,191425.53770552622,72279.07418176162,263704.6118872878,289.77248240494555,223.51185110469956,1.1083707074664455,238
232000,190942.2879918744,72163.52183694832,263105.80982882273,289.30922398356546,223.96068954888278,1.1061494275404036,238
234000,190956.01841659972,72410.77800239457,263366.7964189943,290.30049336080054,224.09991827711238,1.105462199364631,238
236000,190553.48647287313,72904.9714980366,263458.4579709097,292.2817538797227,224.1601857734171,1.1051649858394663,238
238000,191983.0139096612,71486.82242747676,263469.83633713797,286.5962829291265,224.8186600639807,1.101928053772532,238
240000,191280.19730688864,72201.76459395947,263481.9619008481,289.46254219853404,223.639035680943,1.1077403718082697,238
242000,190637.75843328994,73067.76569861436,263705.5241319043,292.9344086094155,224.13652345686677,1.1052816592103742,238
244000,191375.25577477436,72334.08739965566,263709.34317443,289.99303471409877,223.78592899804238,1.1070132498733547,238
246000,191559.4712531612,71730.45603691807,263289.9272900793,287.5730291949621,223.73384029916483,1.1072709796819031,238
248000,191697.67363039672,71748.75642246644,263446.43005286314,287.64639687723184,224.10642641852994,1.105430096294495,238
250000,189987.24886594014,72373.0006483795,262360.24951431964,290.1490409829781,224.0523416049305,1.1056969401055305,238
252000,190659.3923351029,72043.79757991218,262703.1899150151,288.82924003858284,224.17124167059671,1.1051104802286713,238
254000,191520.61893357686,72565.94472677585,264086.5636603527,290.922568939654,224.4626189674777,1.1036759246400167,238
256000,191611.7158825564,72746.35335361504,264358.06923617143,291.64584128698647,224.65590717376915,1.1027263500551128,238
258000,191061.18500483106,71808.91488434514,262870.0998891762,287.8875768734285,223.75737680076583,1.1071545085042434,238
260000,191334.34660398006,72185.03825487134,263519.3848588514,289.39548499208826,224.02733191574916,1.105820376547702,238
262000,190568.42893932853,72053.67809770725,262622.10703703575,288.868851810058,223.4180294767328,1.1088361539857292,238
264000,191533.58273408143,72833.15979919137,264366.74253327283,291.9938551417316,223.5729512160048,1.1080678015324972,238
266000,191089.6249369497,71790.7201164114,262880.3450533611,287.8146326204669,223.8799933900379,1.1065481322596566,238
268000,190914.60218347993,72411.33406821263,263325.9362516926,290.30272267231715,224.01859306879038,1.1058635140163475,238
270000,191570.30541816598,72497.95984277374,264068.2652609397,290.6500122027793,223.26533587389108,1.1095944991477786,238
272000,191288.37666988187,72664.76846624044,263953.1451361223,291.3187610689718,223.79178260284846,1.106984294305798,238
274000,190733.4385374327,71984.2330473809,262717.6715848136,288.5904411517643,223.9816633904288,1.106045846727277,238
276000,190949.1830568728,72761.3264111609,263710.5094680337,291.70586945009416,224.5623935531714,1.1031855539845445,238
278000,189972.56343107275,71868.21013348082,261840.7735645536,288.125296181975,224.16430391764004,1.1051446827460556,238
280000,190820.04207278113,71940.04694264455,262760.08901542565,288.41329558920415,223.33604101198438,1.1092432166949584,238
282000,190463.97295352153,72597.19177130796,263061.1647248295,291.0478407941207,222.96710288708826,1.1110786538833244,238
284000,190542.89193500823,72378.99372272534,262921.88565773354,290.17306768849545,223.74234433530492,1.1072288943428223,238
286000,190806.86753702583,72738.93075613752,263545.79829316336,291.6160835110146,223.80450750266166,1.1069213542676501,238
288000,190807.8541924873,72948.56749344469,263756.421685932,292.45653364766144,223.6955841695713,1.1074603437332817,238
290000,191373.807377922,72654.79811646431,264028.6054943863,291.27878915403267,223.18054390649823,1.1100160623313076,238
292000,189658.8404323496,72122.01023627812,261780.8506686277,289.1428007177588,222.24794714183162,1.1146739113768043,238
294000,190175.8197779475,72174.85871356478,262350.6784915123,289.3546744118818,223.43506575315584,1.1087516084415308,238
296000,190976.6096804574,72318.04371772455,263294.65339818195,289.928714333785,222.9962559543492,1.1109333987507202,238
298000,190712.36541356053,72515.21193341636,263227.5773469769,290.71917718847925,223.27404766291687,1.109551204580936,238
300000,190753.9317358313,72286.91970824843,263040.8514440798,289.8039357365162,224.25311732124243,1.1047070002651156,238
302000,190444.44525484438,71725.38642441329,262169.8316792577,287.5527047204586,223.36579622731503,1.1090954511403197,238
304000,190175.39937885036,71953.32814687275,262128.7275257231,288.4665409795484,223.13129156333113,1.1102610790281586,238
306000,190536.3636581885,72660.43890107385,263196.8025592624,291.30140350234194,223.98723165261225,1.1060183507257588,238
308000,190527.26225648948,72267.83303279945,262795.0952892889,289.72741575631005,224.39757159201997,1.1039958533350749,238
310000,190461.56256565114,72287.16223206144,262748.7247977126,289.80490803352103,223.49320642621456,1.1084631720912697,238
312000,190295.4580882066,72382.13870845368,262677.5967966603,290.1856761831662,223.1993513966028,1.1099225288332146,238
314000,191026.77450995962,72530.48615492409,263557.2606648837,290.78041274155186,223.09226048415172,1.1104553246196076,238
316000,190708.507754331,72079.91872167408,262788.42647600506,288.9740525314674,223.6576194685989,1.1076483292840917,238
318000,190081.85346739343,72598.19122749878,262680.04469489225,291.05184769244846,223.33021836345137,1.1092721368000646,238
320000,190363.72206221393,72190.52729569122,262554.2493579051,289.4174909876327,223.04300626822788,1.1107005446211116,238
322000,190492.49692466855,72549.97666235047,263042.473587019,290.85855171585683,224.06679352404805,1.105625624572802,238
324000,189887.41495464428,72735.09756383262,262622.5125184769,291.6007159421532,223.96151729372482,1.1061453392957163,238
326000,190339.4495728697,72015.90701806801,262355.3565909377,288.7174245867008,223.8178467626012,1.1068553831581487,238
328000,190476.73568359285,72985.22095743634,263461.9566410292,292.6034802621531,223.28814184829028,1.1094811685269421,238
330000,190665.48496585363,72480.25737239642,263145.74233825004,290.5790416093675,223.93137477368225,1.1062942331614976,238
332000,190942.91730815487,72445.32785133882,263388.2451594937,290.43900641743045,223.10286096221284,1.1104025626009775,238
334000,190046.63270283386,73081.84113023218,263128.47383306606,292.9908381197128,223.18730674052966,1.109982427558294,238
336000,190429.343436806,73094.22480623404,263523.56824304,293.0404852489405,224.57697767519704,1.1031139126573577,238
338000,189840.59500301164,72645.76288882247,262486.3578918341,291.2425662171383,223.40956160472226,1.1088781821002165,238
340000,191120.85097799439,71941.99627771968,263062.84725571406,288.4211106265459,223.43343008425478,1.108759725179139,238
342000,190050.7695828461,73035.95364703098,263086.72322987707,292.80687159732645,223.18958292407802,1.1099711074791603,238
344000,190358.8701086978,73042.53043992782,263401.4005486256,292.83323847633744,223.84798797374523,1.1067063446873915,238
346000,190436.9902823919,72395.12678846128,262832.1170708532,290.23774641549943,223.11709778284876,1.1103317092137899,238
348000,190277.90052405,71921.30953641413,262199.2100604641,288.33817585671335,223.35802822017632,1.1091340235679625,238
350000,190718.66538202763,71928.88791807219,262647.5533000998,288.36855818369423,223.83030997853575,1.1067937517479522,238
352000,190425.589036091,72461.36407149635,262886.95310758735,290.5032968829081,223.55572839464517,1.1081531675123235,238
354000,190651.99571323907,72142.55947254082,262794.5551857799,289.2251842190803,223.80616473138204,1.1069131577916431,238
356000,190475.6971365402,72991.69685794883,263467.39399448904,292.6294426556751,223.21600362946404,1.1098397270264109,238
358000,191377.62732885557,72116.0160080791,263493.6433369347,289.1187693863535,223.92276911746603,1.1063367495517784,238
360000,190284.85954231524,72492.07552986768,262776.9350721829,290.62642153041196,223.59175716735305,1.1079746036909035,238
362000,189583.58843499725,72194.59678499104,261778.18521998829,289.4338058896964,222.82981881556103,1.11176318256177,238
364000,189676.88132219086,71887.25155225529,261564.13287444616,288.20163472462025,223.48839883406484,1.1084870169032248,238
366000,190684.37138948846,71957.98190686069,262642.3532963492,288.48519826866686,223.9169691607968,1.1063654061794248,238
368000,190132.80390206387,72409.18796753504,262541.9918695989,290.2941187862287,223.33223052818133,1.1092621425495064,238
370000,189544.0539791187,72294.42205123272,261838.47603035142,289.83401321848487,224.02306611019523,1.1058414333736164,238
372000,190310.645091334,72280.03877614647,262590.6838674805,289.7763495395565,223.46934743002026,1.108581518606837,238
374000,189880.3170831221,72061.67660915694,261941.99369227904,288.9009184703544,223.04712677327018,1.1106800258757648,238
376000,190494.5383690229,71880.58049607222,262375.1188650951,288.1748899366949,223.3603392145906,1.1091225479293503,238
378000,191153.10293377482,72185.02906845423,263338.13200222905,289.39544816302094,223.78948819826618,1.106995643676395,238
380000,189979.33996880113,72277.53137429092,262256.87134309206,289.76629716868297,223.5688571150562,1.1080880930055401,238
382000,190820.21242698235,71517.32903539954,262337.5414623819,286.71858631510116,223.7037513878156,1.107419911374557,238
384000,190040.77040410822,72226.4197271317,262267.19013123994,289.56138656288454,223.8543579772309,1.106674852232489,238
386000,190975.74054080166,72364.66380132176,263340.4043421234,290.11561790866926,224.1954294544316,1.1049912531174209,238
388000,190114.83887307683,72299.36246242479,262414.2013355016,289.8538197147832,222.66430665528756,1.112589585000591,238
390000,190035.69042702706,71830.31438294279,261866.00480996986,287.97336914319754,223.59515989276866,1.1079577422644502,238
392000,189500.89909667347,72205.49019559227,261706.38929226575,289.47747842794496,223.39879209839057,1.1089316383901588,238
394000,189800.05373026745,72336.26444945103,262136.31817971848,290.00176267762987,223.6924170813477,1.1074760234092338,238
396000,190645.63861691265,72631.52486429132,263277.16348120396,291.1854848590877,223.3276076827742,1.1092851040966891,238
398000,190927.25175255165,72674.87457990187,263602.1263324535,291.3592772719848,224.2647136924219,1.1046498776254958,238
400000,189929.8508633864,72355.06298178974,262284.91384517617,290.0771274694874,224.25460595491177,1.1046996670644065,238
402000,190552.4649842739,71715.73901291814,262268.20399719203,287.51402749043905,222.82973558536568,1.111763597821729,238
404000,190382.1276774495,72537.55963917874,262919.68731662823,290.8087708952074,223.26784367119276,1.1095820359195536,238
406000,189748.54455071746,72107.5232720977,261856.06782281515,289.0847213411122,223.9542965842324,1.106181003510573,238
408000,190592.01182502368,72064.25005114125,262656.26187616494,288.91123560128835,223.67685214870937,1.1075530890042533,238
410000,189657.30462364026,72248.57096483154,261905.8755884718,289.6501926137269,223.6814536918793,1.1075303045790452,238
412000,190062.23764100182,72875.08399935809,262937.32164035994,292.16193255130935,223.41983782882338,1.1088271791059843,238
414000,190153.56081682316,71139.99852185832,261293.55933868146,285.20583866533167,223.66004342193028,1.1076363249590604,238
416000,189906.6002604874,72072.80020723812,261979.40046772553,288.9455138482801,223.8257624255155,1.1068162388969471,238
418000,190272.5851886999,72082.64948226095,262355.2346709608,288.9850003650288,224.47447944251343,1.1036176101234434,238
420000,189359.74598249677,72168.94820009072,261528.6941825875,289.3309786993805,223.79976027074966,1.1069448342408668,238
422000,190345.55525498046,72927.35044086857,263272.90569584904,292.371472818315,223.47234253755698,1.1085666607464693,238
424000,190016.83557734312,72206.49405711486,262223.329634458,289.48150298759356,222.7846702193671,1.1119884877721482,238
426000,190521.90509338444,72283.33160849568,262805.2367018801,289.78955076293647,223.8064029623385,1.1069119795367905,238
428000,190514.43134807283,72175.08211573251,262689.5134638053,289.3555700487096,224.19372317781338,1.1049996629012089,238
430000,191346.84445121535,72610.55431698117,263957.3987681965,291.1014122887035,224.30297291986028,1.1044614581393084,238
432000,190358.15653626877,72975.02227604094,263333.1788123097,292.56259294782797,222.86900126090902,1.111567724243681,238
434000,190708.37147347303,72356.62037412093,263064.991847594,290.0833711776006,224.7656273977193,1.1021880498555467,238
436000,190650.295595409,71899.86985897901,262550.165454388,288.2522225068307,223.83082312653985,1.1067912143449408,238
438000,189668.9646217695,72408.02042091035,262076.98504267985,290.2894380001563,222.9263816688023,1.1112816109136183,238
440000,191059.94198204332,72963.55862110222,264023.50060314557,292.5166342552654,224.60173911394654,1.1029922987834415,238
442000,189548.7292353427,72132.95754715014,261681.68678249285,289.18668934642426,223.83216404342417,1.1067845838634234,238
444000,190613.27131088346,72296.85068245188,262910.1219933353,289.8437497916935,224.37552798909533,1.1041043145671867,238
446000,190199.15446559642,72176.36745383136,262375.5219194278,289.3607230700488,223.1115107296094,1.1103595136168547,238
448000,189730.960314636,72629.22412686805,262360.18444150407,291.17626102214666,224.13131827246747,1.1053073280677823,238
450000,190262.81373710337,71801.46186239723,262064.2755995006,287.8576971233665,223.7069439859669,1.1074041070070273,238
452000,189809.99215243047,72251.18245386406,262061.17460629455,289.66066227826394,222.8019524211387,1.1119022335485895,238
454000,190538.15754544293,71979.97782341567,262518.1353688586,288.5733816248466,223.83449729401747,1.106773046741942,238
456000,189912.67128144845,71647.38705884875,261560.0583402972,287.2399991408491,223.33054054005697,1.1092705365642397,238
458000,189731.59832285368,71945.93402013312,261677.5323429868,288.43689734499975,223.5573179150623,1.1081452884050702,238
460000,190233.09717939363,72531.82643253048,262764.9236119241,290.78578601968957,223.06848051969737,1.1105737034604282,238
462000,189871.13659163436,72000.59924370027,261871.73583533464,288.6560545175784,223.68419173550015,1.1075167476698073,238
464000,190432.20297163434,71656.54635954995,262088.74933118428,287.27671949637835,223.46364428735615,1.1086098113457994,238
466000,189507.59484639438,72060.053013695,261567.64786008938,288.8944093486929,223.47932258131837,1.1085320363180657,238
468000,189879.76358119096,72251.84837953994,262131.6119607309,289.6633320265746,223.71659068916674,1.1073563555250754,238
470000,190012.29252832918,71942.24872282443,261954.54125115363,288.42212269878814,223.00781158395088,1.1108758333462758,238
472000,189712.07202006504,71905.02398199112,261617.09600205615,288.2728857905922,222.8435800271568,1.1116945280894366,238
474000,189972.10382842715,72117.59330727265,262089.6971356998,289.12509290264063,223.76781201578868,1.1071028773279108,238
476000,189586.2864823806,72365.31010171528,261951.59658409585,290.11820897768234,223.51677380582564,1.108346296870154,238
478000,190181.3956911473,73068.17645344234,263249.5721445896,292.9360553577658,224.25340028455093,1.1047056063440095,238
480000,190171.4884521747,71487.0575136728,261658.5459658475,286.59722540814107,223.08398867492457,1.1104964995809081,238
482000,189509.97480466508,72264.97284618071,261774.9476508458,289.7159490436268,223.25993544199616,1.1096213391157814,238
484000,189513.41964208393,72222.41583652892,261735.83547861286,289.5453346511469,223.45524784636848,1.1086514679054416,238
486000,190474.5915866557,72118.42602398654,262593.01761064224,289.1284313293161,224.2477818276463,1.1047332843918858,238
488000,190251.377747552,72725.25499745735,262976.6327450094,291.56125632089925,223.38636107121368,1.1089933483319299,238
490000,190039.70061454445,72357.53519107337,262397.2358056178,290.0870387505774,223.9338880758708,1.10628181676601,238
492000,189832.52329381718,72877.85684243514,262710.3801362523,292.1730490968774,223.2942768456088,1.109450685596121,238
494000,190832.67265362572,71676.26524042526,262508.93789405096,287.3557740377677,223.59181852898436,1.1079742996228497,238
496000,190351.574110911,72889.0574161745,263240.6315270855,292.21795307625945,223.0264726230306,1.1107828843026266,238
498000,189300.95239398535,71675.65311338511,260976.60550737046,287.35331997241093,222.89730108386829,1.1114265957075777,238
500000,189619.98055356764,73056.91974366558,262676.90029723325,292.890926324603,222.99047840175203,1.1109621823839464,238
502000,189968.8794464724,72941.3917218257,262910.2711682981,292.42776541593264,223.11644606923983,1.1103349524452863,238
504000,189887.92801333708,72258.08003409623,262146.00804743334,289.68831521888455,223.52184546609087,1.1083211487426312,238
506000,190291.7848272547,72477.74481081526,262769.52963807,290.5689685527489,223.613617572148,1.1078662884031218,238
508000,190537.58042567142,73054.41325849081,263591.9936841622,292.88087762877467,223.3539841518794,1.1091541056531726,238
510000,190125.50826138142,72505.37971683097,262630.8879782124,290.6797590603454,223.61597679239168,1.107854600058611,238
512000,190119.19536683674,72244.30477941548,262363.5001462522,289.63308914149235,223.5284685347011,1.1082883095832239,238
